Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified,Collector Number,Alter,Proxy,Purchase Price
1,,Rally the Monastery,tdm,,English,foil,,2026-02-14 00:06:11.125000,19,,,
3,,Rebellious Strike,tdm,,English,,,2026-02-14 00:06:11.125000,20,,,
1,,Rebellious Strike,tdm,,English,foil,,2026-02-14 00:06:11.125000,20,,,
5,,Riling Dawnbreaker // Signaling Roar,tdm,,English,,,2026-02-14 00:06:11.125000,21,,,
3,,Salt Road Packbeast,tdm,,English,,,2026-02-14 00:06:11.125000,23,,,
1,,Smile at Death,tdm,,English,,,2026-02-14 00:06:11.125000,24,,,
1,,Starry-Eyed Skyrider,tdm,,English,,,2026-02-14 00:06:11.125000,25,,,
1,,Starry-Eyed Skyrider,tdm,,English,foil,,2026-02-14 00:06:11.125000,25,,,
2,,Stormbeacon Blade,tdm,,English,,,2026-02-14 00:06:11.125000,27,,,
4,,Stormplain Detainment,tdm,,English,,,2026-02-14 00:06:11.125000,28,,,
1,,Stormplain Detainment,tdm,,English,foil,,2026-02-14 00:06:11.125000,28,,,
2,,Sunpearl Kirin,tdm,,English,,,2026-02-14 00:06:11.125000,29,,,
2,,Teeming Dragonstorm,tdm,,English,,,2026-02-14 00:06:11.125000,30,,,
3,,Tempest Hawk,tdm,,English,,,2026-02-14 00:06:11.125000,31,,,
1,,United Battlefront,tdm,,English,foil,,2026-02-14 00:06:11.125000,32,,,
1,,Wayspeaker Bodyguard,tdm,,English,,,2026-02-14 00:06:11.125000,34,,,
3,,Aegis Sculptor,tdm,,English,,,2026-02-14 00:06:11.125000,35,,,
1,,Aegis Sculptor,tdm,,English,foil,,2026-02-14 00:06:11.125000,35,,,
4,,Agent of Kotis,tdm,,English,,,2026-02-14 00:06:11.125000,36,,,
1,,Ambling Stormshell,tdm,,English,,,2026-02-14 00:06:11.125000,37,,,
1,,Bewildering Blizzard,tdm,,English,,,2026-02-14 00:06:11.125000,38,,,
2,,Dirgur Island Dragon // Skimming Strike,tdm,,English,,,2026-02-14 00:06:11.125000,40,,,
1,,Dirgur Island Dragon // Skimming Strike,tdm,,English,foil,,2026-02-14 00:06:11.125000,40,,,
1,,Dispelling Exhale,tdm,,English,,,2026-02-14 00:06:11.125000,41,,,
1,,Dragonologist,tdm,,English,,,2026-02-14 00:06:11.125000,42,,,
1,,Dragonstorm Forecaster,tdm,,English,,,2026-02-14 00:06:11.125000,43,,,
4,,Focus the Mind,tdm,,English,,,2026-02-14 00:06:11.125000,45,,,
2,,Fresh Start,tdm,,English,,,2026-02-14 00:06:11.125000,46,,,
2,,Highspire Bell-Ringer,tdm,,English,,,2026-02-14 00:06:11.125000,47,,,
1,,Humbling Elder,tdm,,English,,,2026-02-14 00:06:11.125000,48,,,
2,,Iceridge Serpent,tdm,,English,,,2026-02-14 00:06:11.125000,49,,,
1,,Kishla Trawlers,tdm,,English,,,2026-02-14 00:06:11.125000,50,,,
6,,Ringing Strike Mastery,tdm,,English,,,2026-02-14 00:06:11.125000,53,,,
1,,Ringing Strike Mastery,tdm,,English,foil,,2026-02-14 00:06:11.125000,53,,,
3,,Riverwalk Technique,tdm,,English,,,2026-02-14 00:06:11.125000,54,,,
1,,Roiling Dragonstorm,tdm,,English,,,2026-02-14 00:06:11.125000,55,,,
5,,Sibsig Appraiser,tdm,,English,,,2026-02-14 00:06:11.125000,56,,,
3,,Snowmelt Stag,tdm,,English,,,2026-02-14 00:06:11.125000,57,,,
3,,Spectral Denial,tdm,,English,,,2026-02-14 00:06:11.125000,58,,,
1,,Stillness in Motion,tdm,,English,,,2026-02-14 00:06:11.125000,59,,,
2,,Temur Devotee,tdm,,English,,,2026-02-14 00:06:11.125000,61,,,
4,,Unending Whisper,tdm,,English,,,2026-02-14 00:06:11.125000,62,,,
1,,Ureni's Rebuff,tdm,,English,,,2026-02-14 00:06:11.125000,63,,,
1,,Veteran Ice Climber,tdm,,English,,,2026-02-14 00:06:11.125000,64,,,
2,,Wingblade Disciple,tdm,,English,,,2026-02-14 00:06:11.125000,65,,,
6,,Wingspan Stride,tdm,,English,,,2026-02-14 00:06:11.125000,66,,,
3,,Abzan Devotee,tdm,,English,,,2026-02-14 00:06:11.125000,68,,,
1,,Abzan Devotee,tdm,,English,foil,,2026-02-14 00:06:11.125000,68,,,
4,,Aggressive Negotiations,tdm,,English,,,2026-02-14 00:06:11.125000,70,,,
1,,Aggressive Negotiations,tdm,,English,foil,,2026-02-14 00:06:11.125000,70,,,
3,,Alesha's Legacy,tdm,,English,,,2026-02-14 00:06:11.125000,72,,,
1,,Alesha's Legacy,tdm,,English,foil,,2026-02-14 00:06:11.125000,72,,,
4,,Caustic Exhale,tdm,,English,,,2026-02-14 00:06:11.126000,74,,,
1,,Corroding Dragonstorm,tdm,,English,,,2026-02-14 00:06:11.126000,75,,,
3,,Cruel Truths,tdm,,English,,,2026-02-14 00:06:11.126000,76,,,
3,,Delta Bloodflies,tdm,,English,,,2026-02-14 00:06:11.126000,77,,,
3,,Desperate Measures,tdm,,English,,,2026-02-14 00:06:11.126000,78,,,
1,,Dragon's Prey,tdm,,English,,,2026-02-14 00:06:11.126000,79,,,
1,,Feral Deathgorger // Dusk Sight,tdm,,English,,,2026-02-14 00:06:11.126000,80,,,
1,,Gurmag Rakshasa,tdm,,English,,,2026-02-14 00:06:11.126000,81,,,
1,,Gurmag Rakshasa,tdm,,English,foil,,2026-02-14 00:06:11.126000,81,,,
3,,Kin-Tree Nurturer,tdm,,English,,,2026-02-14 00:06:11.126000,83,,,
1,,Krumar Initiate,tdm,,English,,,2026-02-14 00:06:11.126000,84,,,
5,,Nightblade Brigade,tdm,,English,,,2026-02-14 00:06:11.126000,85,,,
1,,Salt Road Skirmish,tdm,,English,,,2026-02-14 00:06:11.126000,88,,,
4,,Sandskitter Outrider,tdm,,English,,,2026-02-14 00:06:11.126000,89,,,
1,,"Sidisi, Regent of the Mire",tdm,,English,,,2026-02-14 00:06:11.126000,92,,,
1,,Sinkhole Surveyor,tdm,,English,,,2026-02-14 00:06:11.126000,93,,,
2,,Strategic Betrayal,tdm,,English,,,2026-02-14 00:06:11.126000,94,,,
1,,Strategic Betrayal,tdm,,English,foil,,2026-02-14 00:06:11.126000,94,,,
2,,Unburied Earthcarver,tdm,,English,,,2026-02-14 00:06:11.126000,95,,,
1,,Unrooted Ancestor,tdm,,English,,,2026-02-14 00:06:11.126000,96,,,
1,,Unrooted Ancestor,tdm,,English,foil,,2026-02-14 00:06:11.126000,96,,,
2,,Venerated Stormsinger,tdm,,English,,,2026-02-14 00:06:11.126000,97,,,
2,,Wail of War,tdm,,English,,,2026-02-14 00:06:11.126000,98,,,
5,,Worthy Cost,tdm,,English,,,2026-02-14 00:06:11.126000,99,,,
1,,Yathan Tombguard,tdm,,English,,,2026-02-14 00:06:11.126000,100,,,
2,,Channeled Dragonfire,tdm,,English,,,2026-02-14 00:06:11.126000,102,,,
4,,Devoted Duelist,tdm,,English,,,2026-02-14 00:06:11.126000,104,,,
1,,Equilibrium Adept,tdm,,English,,,2026-02-14 00:06:11.126000,106,,,
4,,Fire-Rim Form,tdm,,English,,,2026-02-14 00:06:11.126000,107,,,
1,,Iridescent Tiger,tdm,,English,,,2026-02-14 00:06:11.126000,109,,,
4,,Jeskai Devotee,tdm,,English,,,2026-02-14 00:06:11.126000,110,,,
4,,Meticulous Artisan,tdm,,English,,,2026-02-14 00:06:11.126000,112,,,
1,,Molten Exhale,tdm,,English,,,2026-02-14 00:06:11.126000,113,,,
1,,Molten Exhale,tdm,,English,foil,,2026-02-14 00:06:11.126000,113,,,
4,,Narset's Rebuke,tdm,,English,,,2026-02-14 00:06:11.126000,114,,,
2,,Overwhelming Surge,tdm,,English,,,2026-02-14 00:06:11.126000,115,,,
2,,Rescue Leopard,tdm,,English,,,2026-02-14 00:06:11.126000,116,,,
1,,"Sarkhan, Dragon Ascendant",tdm,,English,,,2026-02-14 00:06:11.126000,118,,,
2,,Seize Opportunity,tdm,,English,,,2026-02-14 00:06:11.126000,119,,,
1,,Shock Brigade,tdm,,English,,,2026-02-14 00:06:11.126000,120,,,
1,,Stadium Headliner,tdm,,English,,,2026-02-14 00:06:11.126000,122,,,
4,,Stormshriek Feral // Flush Out,tdm,,English,,,2026-02-14 00:06:11.126000,124,,,
3,,Summit Intimidator,tdm,,English,,,2026-02-14 00:06:11.126000,125,,,
1,,Summit Intimidator,tdm,,English,foil,,2026-02-14 00:06:11.126000,125,,,
1,,Sunset Strikemaster,tdm,,English,,,2026-02-14 00:06:11.126000,126,,,
1,,Tersa Lightshatter,tdm,,English,,,2026-02-14 00:06:11.126000,127,,,
4,,Twin Bolt,tdm,,English,,,2026-02-14 00:06:11.126000,128,,,
2,,Underfoot Underdogs,tdm,,English,,,2026-02-14 00:06:11.126000,129,,,
2,,Unsparing Boltcaster,tdm,,English,,,2026-02-14 00:06:11.126000,130,,,
3,,War Effort,tdm,,English,,,2026-02-14 00:06:11.126000,131,,,
4,,Wild Ride,tdm,,English,,,2026-02-14 00:06:11.126000,132,,,
5,,Ainok Wayfarer,tdm,,English,,,2026-02-14 00:06:11.126000,134,,,
2,,Ainok Wayfarer,tdm,,English,foil,,2026-02-14 00:06:11.126000,134,,,
3,,Champion of Dusan,tdm,,English,,,2026-02-14 00:06:11.126000,137,,,
1,,Champion of Dusan,tdm,,English,foil,,2026-02-14 00:06:11.126000,137,,,
1,,Dragon Sniper,tdm,,English,,,2026-02-14 00:06:11.126000,139,,,
2,,Dragonbroods' Relic,tdm,,English,,,2026-02-14 00:06:11.126000,140,,,
1,,Dragonbroods' Relic,tdm,,English,foil,,2026-02-14 00:06:11.126000,140,,,
4,,Dusyut Earthcarver,tdm,,English,,,2026-02-14 00:06:11.126000,141,,,
3,,Encroaching Dragonstorm,tdm,,English,,,2026-02-14 00:06:11.126000,142,,,
3,,Formation Breaker,tdm,,English,,,2026-02-14 00:06:11.126000,143,,,
2,,Heritage Reclamation,tdm,,English,,,2026-02-14 00:06:11.126000,145,,,
1,,Heritage Reclamation,tdm,,English,foil,,2026-02-14 00:06:11.126000,145,,,
3,,Inspirited Vanguard,tdm,,English,,,2026-02-14 00:06:11.126000,146,,,
1,,Knockout Maneuver,tdm,,English,foil,,2026-02-14 00:06:11.126000,147,,,
1,,Krotiq Nestguard,tdm,,English,,,2026-02-14 00:06:11.126000,148,,,
1,,Lasyd Prowler,tdm,,English,,,2026-02-14 00:06:11.126000,149,,,
4,,Piercing Exhale,tdm,,English,,,2026-02-14 00:06:11.126000,151,,,
1,,Rainveil Rejuvenator,tdm,,English,foil,,2026-02-14 00:06:11.126000,152,,,
2,,Rite of Renewal,tdm,,English,,,2026-02-14 00:06:11.126000,153,,,
1,,Rite of Renewal,tdm,,English,foil,,2026-02-14 00:06:11.126000,153,,,
3,,Roamer's Routine,tdm,,English,,,2026-02-14 00:06:11.126000,154,,,
1,,Roamer's Routine,tdm,,English,foil,,2026-02-14 00:06:11.126000,154,,,
1,,Sage of the Fang,tdm,,English,,,2026-02-14 00:06:11.126000,155,,,
6,,Sagu Pummeler,tdm,,English,,,2026-02-14 00:06:11.126000,156,,,
1,,Sagu Pummeler,tdm,,English,foil,,2026-02-14 00:06:11.126000,156,,,
3,,Sagu Wildling // Roost Seek,tdm,,English,,,2026-02-14 00:06:11.126000,157,,,
1,,Sagu Wildling // Roost Seek,tdm,,English,foil,,2026-02-14 00:06:11.126000,157,,,
4,,Sarkhan's Resolve,tdm,,English,,,2026-02-14 00:06:11.126000,158,,,
1,,Snakeskin Veil,tdm,,English,,,2026-02-14 00:06:11.126000,159,,,
1,,Snakeskin Veil,tdm,,English,foil,,2026-02-14 00:06:11.126000,159,,,
4,,Sultai Devotee,tdm,,English,,,2026-02-14 00:06:11.126000,160,,,
1,,Sultai Devotee,tdm,,English,foil,,2026-02-14 00:06:11.126000,160,,,
1,,Synchronized Charge,tdm,,English,,,2026-02-14 00:06:11.126000,162,,,
3,,Trade Route Envoy,tdm,,English,,,2026-02-14 00:06:11.126000,163,,,
2,,Traveling Botanist,tdm,,English,,,2026-02-14 00:06:11.126000,164,,,
3,,Undergrowth Leopard,tdm,,English,,,2026-02-14 00:06:11.126000,165,,,
1,,Undergrowth Leopard,tdm,,English,foil,,2026-02-14 00:06:11.126000,165,,,
